gel.id,gellane.id,strain,strain.id,trt,lim,cID,tm.pt,Band,MW,intensity,rel.int,
20150525-gel2,20150525-gel2-12,19N2S1,210-19N2S1,T,N,N2,19,2,38.8,226.75,0.3224,oant
20150525-gel2,20150525-gel2-12,19N2S1,210-19N2S1,T,N,N2,19,3,35.82,168.47,0.1839,oant
20150525-gel2,20150525-gel2-12,19N2S1,210-19N2S1,T,N,N2,19,4,18.73,135.14,0.3334,lpdaC
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,1,44.24,55.05,0.0553,oant
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,2,38.97,73.95,0.0668,oant
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,3,36.66,84.44,0.0642,oant
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,4,33.81,132.54,0.1044,oant
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,5,30.96,109.44,0.088,oant
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,6,16.33,47.03,0.0468,lpdaC
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,7,15.12,62.5,0.0465,lpda
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,8,14,33.75,0.0203,lpda
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,9,7.581,150.42,0.2612,lpda
20150525-gel3,20150525-gel3-03,19N1S2,211-19N1S2,C,N,N1,19,10,4.884,174.33,0.2465,lpda
20150525-gel3,20150525-gel3-04,19N3S4,212-19N3S4,T,N,N3,19,1,38.26,273.5,0.3043,oant
20150525-gel3,20150525-gel3-04,19N3S4,212-19N3S4,T,N,N3,19,2,35.23,249.22,0.1513,oant
20150525-gel3,20150525-gel3-04,19N3S4,212-19N3S4,T,N,N3,19,3,20.7,70.8,0.0697,oant
20150525-gel3,20150525-gel3-04,19N3S4,212-19N3S4,T,N,N3,19,4,19.35,117.55,0.1324,oant
20150525-gel3,20150525-gel3-04,19N3S4,212-19N3S4,T,N,N3,19,5,7.395,126.88,0.0954,lpda
20150525-gel3,20150525-gel3-04,19N3S4,212-19N3S4,T,N,N3,19,6,4.605,181.8,0.2469,lpda
20150525-gel3,20150525-gel3-05,19P4S5,213-19P4S5,T,P,P4,19,1,52.84,52.7,0.0929,oant
20150525-gel3,20150525-gel3-05,19P4S5,213-19P4S5,T,P,P4,19,2,38.79,14.68,NA,oant
20150525-gel3,20150525-gel3-05,19P4S5,213-19P4S5,T,P,P4,19,3,35.59,2.6985,NA,oant
20150525-gel3,20150525-gel3-05,19P4S5,213-19P4S5,T,P,P4,19,4,18.19,52.24,0.0916,lpdaC
20150525-gel3,20150525-gel3-05,19P4S5,213-19P4S5,T,P,P4,19,5,15.77,6.8733,NA,lpda
20150525-gel3,20150525-gel3-05,19P4S5,213-19P4S5,T,P,P4,19,6,13.91,49.65,0.0321,lpda
20150525-gel3,20150525-gel3-05,19P4S5,213-19P4S5,T,P,P4,19,7,7.209,156.35,0.2901,lpda
20150525-gel3,20150525-gel3-05,19P4S5,213-19P4S5,T,P,P4,19,8,4.419,223.99,0.5546,lpda
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,1,56.58,258.09,0.0431,oant
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,2,51.35,282.87,0.1793,oant
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,3,47.61,232.33,0.0691,oant
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,4,43.12,161.27,0.0389,oant
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,5,40.22,99.18,0.0283,oant
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,6,27.94,43.76,0.0172,oant
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,7,25.43,44.34,0.0213,oant
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,8,21.18,77.38,0.0304,oant
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,9,19.16,214.3,0.1179,oant
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,10,15.77,194.44,0.0922,lpdaC
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,11,7.488,247.35,0.1851,lpda
20150525-gel3,20150525-gel3-06,19P2S2,214-19P2S2,T,P,P2,19,12,4.698,221.6,0.1772,lpda
20150525-gel3,20150525-gel3-07,01P2S2,215-01P2S2,C,P,P2,1,1,3.116,509.83,1,oant
20150525-gel3,20150525-gel3-08,01N2S3,216-01N2S3,C,N,N2,1,1,73.4,425.6,0.141,oant
20150525-gel3,20150525-gel3-08,01N2S3,216-01N2S3,C,N,N2,1,2,40.4,203.38,0.0305,oant
20150525-gel3,20150525-gel3-08,01N2S3,216-01N2S3,C,N,N2,1,3,38.26,1060.52,0.1599,oant
20150525-gel3,20150525-gel3-08,01N2S3,216-01N2S3,C,N,N2,1,4,35.59,928.85,0.2842,oant
20150525-gel3,20150525-gel3-08,01N2S3,216-01N2S3,C,N,N2,1,5,23.11,44.01,0.0052,oant
20150525-gel3,20150525-gel3-08,01N2S3,216-01N2S3,C,N,N2,1,6,21.09,95.14,0.0381,oant
20150525-gel3,20150525-gel3-08,01N2S3,216-01N2S3,C,N,N2,1,7,8.605,217.83,0.03,lpda
20150525-gel3,20150525-gel3-08,01N2S3,216-01N2S3,C,N,N2,1,8,7.395,336.88,0.1141,lpda
20150525-gel3,20150525-gel3-08,01N2S3,216-01N2S3,C,N,N2,1,9,4.512,437.38,0.1971,lpda
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,1,64.43,402.06,0.0655,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,2,62.19,477.13,0.0924,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,3,58.45,527.76,0.0914,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,4,55.46,529.82,0.104,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,5,51.72,386.35,0.062,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,6,47.98,265.38,0.0396,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,7,43.12,173.48,0.0201,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,8,40.58,128.24,0.0157,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,9,31.49,167.36,0.0311,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,10,28.13,186.45,0.028,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,11,25.62,273.61,0.0438,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,12,21.57,200.49,0.0262,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,13,19.54,432.15,0.0735,oant
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,14,15.95,374.49,0.0512,lpdaC
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,15,7.488,591.15,0.1557,lpda
20150525-gel3,20150525-gel3-09,21P2S1,113-21P2S1,T,P,P2,21,16,4.326,431.85,0.0996,lpda
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,1,70.04,165.74,0.0684,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,2,65.93,235.48,0.0822,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,3,59.57,235.7,0.1214,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,4,55.83,217.23,0.0573,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,5,52.09,145.44,0.0598,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,6,48.36,92.03,0.0462,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,7,43.87,44.94,0.0178,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,8,28.52,17.93,0.0054,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,9,25.91,37.08,0.0122,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,10,21.76,64.29,0.0187,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,11,19.74,179.33,0.0871,oant
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,12,16.23,174.13,0.0614,lpdaC
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,13,7.674,283.19,0.1619,lpda
20150525-gel3,20150525-gel3-10,21P2S4,115-21P2S4,T,P,P2,21,14,4.791,271.55,0.2002,lpda
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,1,66.67,435.45,0.1359,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,2,64.43,444.98,0.0574,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,3,61.07,431.35,0.0724,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,4,58.07,388.71,0.0706,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,5,54.71,300.08,0.0591,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,6,50.97,207.71,0.0443,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,7,46.86,148.74,0.0327,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,8,42,114.14,0.0327,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,9,29.18,98.31,0.025,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,10,26.59,214.86,0.0489,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,11,24.46,137.81,0.0315,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,12,22.63,161.93,0.0137,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,13,20.32,206.3,0.055,oant
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,14,16.88,291.98,0.0502,lpdaC
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,15,7.86,414.89,0.1479,lpda
20150525-gel3,20150525-gel3-11,21P4S2,116-21P4S2,T,P,P4,21,16,4.977,333.38,0.1227,lpda
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,1,57.33,369.8,0.0604,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,2,45.36,416.85,0.0249,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,3,41.64,1053.65,0.0541,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,4,39.33,965.04,0.0776,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,5,34.52,404.43,0.0443,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,6,30.96,378.21,0.0411,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,7,27.65,405.99,0.0516,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,8,25.33,145.6,0.0175,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,9,23.21,296.34,0.0232,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,10,21.67,553.57,0.0808,oant
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,11,18.29,271.69,0.0327,lpdaC
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,12,16.88,156.81,0.0084,lpda
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,13,8.14,1341.47,0.2407,lpda
20150525-gel3,20150525-gel3-12,21N3S4,109-21N3S4,T,N,N3,21,14,5.442,1278.59,0.2428,lpda
20160413-gel1,20160413-gel1-02,01N3S3,217-01N3S3,C,N,N3,1,1,31.13,35,0.0613,oant
20160413-gel1,20160413-gel1-02,01N3S3,217-01N3S3,C,N,N3,1,2,28.41,140,0.1509,oant
20160413-gel1,20160413-gel1-02,01N3S3,217-01N3S3,C,N,N3,1,3,26.72,43,0.0465,oant
20160413-gel1,20160413-gel1-02,01N3S3,217-01N3S3,C,N,N3,1,4,20.03,43.51,0.0436,oant
20160413-gel1,20160413-gel1-02,01N3S3,217-01N3S3,C,N,N3,1,5,18.34,317.42,0.3863,lpdaC
20160413-gel1,20160413-gel1-02,01N3S3,217-01N3S3,C,N,N3,1,6,17.33,120.11,0.1388,lpda
20160413-gel1,20160413-gel1-02,01N3S3,217-01N3S3,C,N,N3,1,7,13.26,66.11,0.1726,lpda
20160413-gel1,20160413-gel1-03,05P4S1,218-05P4S1,T,P,P4,5,1,28.58,167.33,0.3971,oant
20160413-gel1,20160413-gel1-03,05P4S1,218-05P4S1,T,P,P4,5,2,26.88,47.45,0.1166,oant
20160413-gel1,20160413-gel1-03,05P4S1,218-05P4S1,T,P,P4,5,3,18.59,159.71,0.3723,lpdaC
20160413-gel1,20160413-gel1-03,05P4S1,218-05P4S1,T,P,P4,5,4,12.89,24.82,0.0607,lpda
20160413-gel1,20160413-gel1-03,05P4S1,218-05P4S1,T,P,P4,5,5,10.81,15.55,0.0533,lpda
20160413-gel1,20160413-gel1-04,05N2S1,219-05N2S1,T,N,N2,5,1,49.94,145.34,0.024,oant
20160413-gel1,20160413-gel1-04,05N2S1,219-05N2S1,T,N,N2,5,2,46.13,1108.89,0.3878,oant
20160413-gel1,20160413-gel1-04,05N2S1,219-05N2S1,T,N,N2,5,3,41.88,1460.69,0.4822,oant
20160413-gel1,20160413-gel1-04,05N2S1,219-05N2S1,T,N,N2,5,4,28.83,131.88,0.0473,oant
20160413-gel1,20160413-gel1-04,05N2S1,219-05N2S1,T,N,N2,5,5,27.31,112.82,0.0405,oant
20160413-gel1,20160413-gel1-04,05N2S1,219-05N2S1,T,N,N2,5,6,25.28,103.07,0.0362,oant
20160413-gel1,20160413-gel1-04,05N2S1,219-05N2S1,T,N,N2,5,7,12.96,18.28,0.0056,lpda
20160413-gel1,20160413-gel1-04,05N2S1,219-05N2S1,T,N,N2,5,8,10.81,NA,NA,lpda
20160413-gel1,20160413-gel1-05,01N2S1,220-01N2S1,C,N,N2,1,1,28.92,140,0.2646,oant
20160413-gel1,20160413-gel1-05,01N2S1,220-01N2S1,C,N,N2,1,2,27.22,43,0.0851,oant
20160413-gel1,20160413-gel1-05,01N2S1,220-01N2S1,C,N,N2,1,3,19.1,140.45,0.2581,lpdaC
20160413-gel1,20160413-gel1-05,01N2S1,220-01N2S1,C,N,N2,1,4,13.63,91.55,0.3226,lpda
20160413-gel1,20160413-gel1-05,01N2S1,220-01N2S1,C,N,N2,1,5,11.11,34.15,0.0696,lpda
20160413-gel1,20160413-gel1-06,01P4S5,221-01P4S5,C,P,P4,1,1,28.92,177.19,0.2366,oant
20160413-gel1,20160413-gel1-06,01P4S5,221-01P4S5,C,P,P4,1,2,18.68,69.83,0.3369,lpdaC
20160413-gel1,20160413-gel1-06,01P4S5,221-01P4S5,C,P,P4,1,3,13.56,130.5,0.3259,lpda
20160413-gel1,20160413-gel1-06,01P4S5,221-01P4S5,C,P,P4,1,4,11.26,66.51,0.1006,lpda
20160413-gel1,20160413-gel1-07,19P5S5,222-19P5S5,T,P,P5,19,1,28.83,190.9,0.2396,oant
20160413-gel1,20160413-gel1-07,19P5S5,222-19P5S5,T,P,P5,19,2,27.14,49.07,0.0597,oant
20160413-gel1,20160413-gel1-07,19P5S5,222-19P5S5,T,P,P5,19,3,22.82,29.84,0.04,oant
20160413-gel1,20160413-gel1-07,19P5S5,222-19P5S5,T,P,P5,19,4,19.1,175.8,0.2271,lpdaC
20160413-gel1,20160413-gel1-07,19P5S5,222-19P5S5,T,P,P5,19,5,17.19,39.32,0.0561,lpda
20160413-gel1,20160413-gel1-07,19P5S5,222-19P5S5,T,P,P5,19,6,13.41,126.06,0.2969,lpda
20160413-gel1,20160413-gel1-07,19P5S5,222-19P5S5,T,P,P5,19,7,11.11,59.86,0.0806,lpda
20160413-gel1,20160413-gel1-08,01N2S4,223-01N2S4,C,N,N2,1,1,28.83,149,0.2897,oant
20160413-gel1,20160413-gel1-08,01N2S4,223-01N2S4,C,N,N2,1,2,27.14,47,0.0907,oant
20160413-gel1,20160413-gel1-08,01N2S4,223-01N2S4,C,N,N2,1,3,18.85,162.82,0.3076,lpdaC
20160413-gel1,20160413-gel1-08,01N2S4,223-01N2S4,C,N,N2,1,4,13.33,72.54,0.2673,lpda
20160413-gel1,20160413-gel1-08,01N2S4,223-01N2S4,C,N,N2,1,5,10.89,27.16,0.0447,lpda
20160413-gel1,20160413-gel1-09,01N5S4,224-01N5S4,C,N,N5,1,1,28.66,133.53,0.2256,oant
20160413-gel1,20160413-gel1-09,01N5S4,224-01N5S4,C,N,N5,1,2,27.14,56.56,0.1031,oant
20160413-gel1,20160413-gel1-09,01N5S4,224-01N5S4,C,N,N5,1,3,18.51,255.18,0.4577,lpdaC
20160413-gel1,20160413-gel1-09,01N5S4,224-01N5S4,C,N,N5,1,4,17.26,83.02,0.104,lpda
20160413-gel1,20160413-gel1-09,01N5S4,224-01N5S4,C,N,N5,1,5,12.96,22.03,0.0733,lpda
20160413-gel1,20160413-gel1-09,01N5S4,224-01N5S4,C,N,N5,1,6,10.44,22.5,0.0363,lpda
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,1,48.93,576.15,0.0509,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,2,44.83,1975.63,0.1967,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,3,41.38,1540.14,0.147,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,4,37.75,149.2,0.0117,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,5,35.75,171.78,0.0235,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,6,32.63,306.69,0.0455,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,7,28.68,528.9,0.0919,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,8,26.99,154.66,0.0126,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,9,24.91,260.61,0.0297,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,10,23.38,394.31,0.0289,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,11,22.5,618.71,0.0809,oant
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,12,18.56,1577.5,0.1954,lpdaC
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,13,17.43,625.04,0.076,lpda
20160413-gel2,20160413-gel2-02,19N5S1,225-19N5S1,T,N,N5,19,14,13.43,89.09,0.0095,lpda
20160413-gel2,20160413-gel2-03,19N3S2,226-19N3S2,T,N,N3,19,1,44.83,128.45,0.1873,oant
20160413-gel2,20160413-gel2-03,19N3S2,226-19N3S2,T,N,N3,19,2,41.25,139.53,0.2037,oant
20160413-gel2,20160413-gel2-03,19N3S2,226-19N3S2,T,N,N3,19,3,28.68,121.99,0.2145,oant
20160413-gel2,20160413-gel2-03,19N3S2,226-19N3S2,T,N,N3,19,4,26.91,36.13,0.0439,oant
20160413-gel2,20160413-gel2-03,19N3S2,226-19N3S2,T,N,N3,19,5,18.8,31.15,0.0523,lpdaC
20160413-gel2,20160413-gel2-03,19N3S2,226-19N3S2,T,N,N3,19,6,17.36,47.41,0.0816,lpda
20160413-gel2,20160413-gel2-03,19N3S2,226-19N3S2,T,N,N3,19,7,12.64,46.81,0.2167,lpda
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,1,62.16,264.73,0.1997,oant
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,2,57.75,294.79,0.2117,oant
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,3,53.34,209.85,0.1351,oant
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,4,49.56,155.19,0.1002,oant
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,5,45.46,96.4,0.0656,oant
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,6,28.92,72.36,0.0335,oant
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,7,27.23,26.45,0.0133,oant
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,8,23.46,85.95,0.1515,oant
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,9,19.04,17.35,0.0136,lpdaC
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,10,17.5,70.58,0.057,lpda
20160413-gel2,20160413-gel2-04,19N3S5,227-19N3S5,T,N,N3,19,11,13.5,26.84,0.0187,lpda
20160413-gel2,20160413-gel2-05,01N5S2,228-01N5S2,C,N,N5,1,1,29,43.44,0.1902,oant
20160413-gel2,20160413-gel2-05,01N5S2,228-01N5S2,C,N,N5,1,2,19.36,151.58,0.4885,lpdaC
20160413-gel2,20160413-gel2-05,01N5S2,228-01N5S2,C,N,N5,1,3,13.57,46.41,0.1638,lpda
20160413-gel2,20160413-gel2-05,01N5S2,228-01N5S2,C,N,N5,1,4,11.43,35.44,0.1575,lpda
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,1,78.22,288.26,0.0309,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,2,49.87,1207.25,0.1054,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,3,46.41,3720.4,0.2888,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,4,41.88,3872.23,0.3062,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,5,39.25,336.59,0.0302,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,6,37.75,271.66,0.0228,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,7,35,268.95,0.0212,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,8,31.88,226,0.0226,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,9,29.75,425.68,0.0359,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,10,27.8,476.04,0.0523,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,11,25.55,520.86,0.067,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,12,23.22,151.6,0.0117,oant
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,13,19.12,1.6311,NA,lpdaC
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,14,13.64,34.79,0.0045,lpda
20160413-gel2,20160413-gel2-06,19P4S3,229-19P4S3,T,P,P4,19,15,10.14,24,7.00E-04,lpda
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,1,68.46,325.84,0.0519,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,2,65.31,502.57,0.0582,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,3,62.16,631.29,0.062,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,4,59.01,513.01,0.0383,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,5,55.23,313.68,0.035,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,6,51.45,229.35,0.0276,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,7,46.72,334.93,0.0449,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,8,41.88,262.49,0.0341,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,9,35.63,219.11,0.0684,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,10,32.38,176.39,0.0222,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,11,29.5,170.75,0.0214,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,12,27.8,133.23,0.0148,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,13,26.19,134.67,0.0178,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,14,24.42,235.07,0.0242,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,15,22.9,446.54,0.0452,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,16,21.93,777.21,0.1135,oant
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,17,19.2,632.27,0.0788,lpdaC
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,18,18.16,379.91,0.0434,lpda
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,19,16.86,1355.41,0.1749,lpda
20160413-gel2,20160413-gel2-07,05N2S4,230-05N2S4,T,N,N2,5,20,15.57,308.91,0.0234,lpda
20160413-gel2,20160413-gel2-08,8101-A,231-8101-A,A,A,A,0,1,28.92,30.12,0.0878,oant
20160413-gel2,20160413-gel2-08,8101-A,231-8101-A,A,A,A,0,2,17.64,437.11,0.5991,lpdaC
20160413-gel2,20160413-gel2-08,8101-A,231-8101-A,A,A,A,0,3,16.29,196.6,0.3131,lpda
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,1,71.92,777.26,0.0861,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,2,69.4,1490.03,0.0297,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,3,66.25,2304.99,0.1646,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,4,62.47,2190.15,0.2203,oant
20160413-gel2,20160413-gel2-09,7803R8,232-7803R8,A,A,A,0,5,59.32,1841.11,0.0599,oant
